Car,Class,Driver,Lap,Lap Time,Session Time,Flag,Location,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,SP5
48,GTD,Bryan Sellers,51,1:22.003,1900-01-01 01:12:39.956000,Green,Track,4.239,7.364,4.324,8.444,7.676,2.001,0.537,6.902,15.021,15.282,5.697,4.516,152.362
54,DPi,Colin Braun,55,1:14.660,1900-01-01 01:12:46.523000,Green,Track,3.768,6.682,3.89,7.958,6.706,1.764,0.475,6.463,13.738,13.722,5.331,4.163,172.249
57,GTD,Katherine Legge,51,1:22.513,1900-01-01 01:12:50.808000,Green,Track,4.172,7.32,4.339,8.436,7.656,2.006,0.538,7.147,15.3,15.279,5.7,4.62,152.078
12,GTD,Townsend Bell,51,1:22.447,1900-01-01 01:12:52.107000,Green,Track,4.235,7.285,4.352,8.475,7.744,2.021,0.544,6.919,14.993,15.465,5.689,4.725,150.401
19,GTD,Alex Riberas,51,1:22.408,1900-01-01 01:12:53.193000,Green,Track,4.277,7.325,4.316,8.572,7.661,1.995,0.536,7.054,15.053,15.319,5.683,4.617,152.646
77,DPi,Oliver Jarvis,57,1:15.283,1900-01-01 01:12:53.378000,Green,Track,3.688,6.524,3.948,8.127,6.72,1.774,0.477,6.27,14.357,14.086,5.237,4.075,171.527
74,GTD,Lawson Aschenbach,51,1:22.295,1900-01-01 01:12:55.509000,Green,Track,4.27,7.354,4.373,8.38,7.697,2.024,0.544,6.958,14.998,15.363,5.742,4.592,150.401
52,LMP2,Matthew McMurry,52,1:18.572,1900-01-01 01:12:55.572000,Green,Track,4.039,7.218,4.139,8.6,7.056,1.835,0.491,6.519,13.947,14.547,5.816,4.365,166.636
6,DPi,Juan Pablo Montoya,57,1:13.882,1900-01-01 01:12:55.991000,Green,Track,3.738,6.151,3.828,7.811,6.787,1.775,0.477,6.626,13.975,13.319,5.144,4.251,171.527
84,DPi,Simon Trummer,56,1:15.542,1900-01-01 01:12:59.686000,Green,Track,4.027,6.785,3.99,7.849,6.93,1.827,0.492,6.271,13.559,14.344,5.377,4.091,166.297
63,GTD,Toni Vilander,51,1:24.328,1900-01-01 01:13:00.898000,Green,Track,4.231,7.478,4.535,8.869,7.694,2.004,0.539,7.097,15.565,15.571,6.043,4.702,151.796
10,DPi,Jordan Taylor,56,1:14.902,1900-01-01 01:13:02.722000,Green,Track,3.809,6.216,3.932,7.909,6.95,1.822,0.491,6.487,14.031,13.795,5.318,4.142,166.636
3,GTLM,Antonio Garcia,53,1:20.524,1900-01-01 01:13:04.277000,Green,Track,4.142,7.016,4.379,8.388,7.535,1.964,0.527,6.827,14.704,14.897,5.663,4.482,155.253
50,DPi,Will Owen,56,1:14.483,1900-01-01 01:13:04.378000,Green,Track,3.857,6.33,3.952,7.934,6.879,1.811,0.486,6.369,13.628,13.616,5.483,4.138,168.35
38,LMP2,Cameron Cassels,20,1:20.660,1900-01-01 01:13:08.453000,Green,Track,4.376,7.145,4.287,8.201,7.369,1.92,0.515,7.461,14.711,14.537,5.618,4.52,158.87
55,DPi,Ryan Hunter-Reay,57,1:14.221,1900-01-01 01:13:08.462000,Green,Track,3.689,6.165,3.897,7.842,6.684,1.757,0.477,6.497,13.75,13.523,5.655,4.285,171.527
912,GTLM,Earl Bamber,53,1:20.554,1900-01-01 01:13:11.162000,Green,Track,4.188,7.172,4.27,8.365,7.458,1.958,0.527,7.047,14.692,14.81,5.584,4.483,155.253
73,GTD,Patrick Long,51,1:22.595,1900-01-01 01:13:12.552000,Green,Track,4.354,7.296,4.354,8.425,7.81,2.038,0.549,7.169,15.016,15.336,5.662,4.586,149.031
25,GTLM,Tom Blomqvist,53,1:20.357,1900-01-01 01:13:16.355000,Green,Track,4.183,7.089,4.333,8.322,7.487,1.957,0.527,6.902,14.728,14.795,5.588,4.446,155.253
31,DPi,Pipo Derani,57,1:15.777,1900-01-01 01:13:19.840000,Green,Track,3.855,6.336,3.933,7.87,6.867,1.8,0.483,6.474,14.41,14.282,5.268,4.199,169.396
85,DPi,Misha Goikhberg,56,1:17.507,1900-01-01 01:13:20.487000,Green,Track,3.795,6.332,3.949,7.9,6.952,1.83,0.491,6.569,15.122,15.011,5.363,4.193,166.636
76,GTD,Paul Holton,51,1:23.561,1900-01-01 01:13:21.793000,Green,Track,4.368,7.446,4.436,8.511,7.765,2.025,0.553,7.176,15.206,15.645,5.776,4.654,147.953
911,GTLM,Nick Tandy,53,1:20.550,1900-01-01 01:13:24.563000,Green,Track,4.172,7.197,4.271,8.365,7.453,1.954,0.525,6.906,14.772,14.885,5.527,4.523,155.844
66,GTLM,Dirk Mueller,53,1:20.334,1900-01-01 01:13:27.445000,Green,Track,4.196,7.012,4.329,8.301,7.586,1.966,0.527,6.792,14.646,14.887,5.502,4.59,155.253
67,GTLM,Richard Westbrook,53,1:20.288,1900-01-01 01:13:28.010000,Green,Track,4.186,7.105,4.339,8.146,7.555,1.966,0.528,6.852,14.664,14.942,5.474,4.531,154.959
5,DPi,Filipe Albuquerque,57,1:15.214,1900-01-01 01:13:28.050000,Green,Track,3.807,6.573,3.995,7.682,6.894,1.808,0.488,6.282,13.539,14.305,5.589,4.252,167.66
7,DPi,Ricky Taylor,57,1:14.231,1900-01-01 01:13:29.348000,Green,Track,3.837,6.224,3.916,8.251,6.827,1.78,0.478,6.327,13.544,13.624,5.218,4.205,171.168
86,GTD,Mario Farnbacher,52,1:22.427,1900-01-01 01:13:34.897000,Green,Track,4.381,7.436,4.347,8.48,7.704,1.999,0.538,7.01,14.966,15.261,5.678,4.627,152.078
8,GTD,Ryan Dalziel,51,1:22.905,1900-01-01 01:13:38.060000,Green,Track,4.387,7.383,4.425,8.473,7.807,2.035,0.547,7.035,15.052,15.459,5.669,4.633,149.576
24,GTLM,John Edwards,53,1:20.547,1900-01-01 01:13:38.254000,Green,Track,4.139,7.168,4.362,8.248,7.483,1.948,0.523,6.956,14.664,14.96,5.572,4.524,156.44
14,GTD,Jack Hawksworth,52,1:22.520,1900-01-01 01:13:42.650000,Green,Track,4.282,7.383,4.34,8.486,7.651,1.979,0.532,7.157,15.153,15.274,5.686,4.597,153.794
44,GTD,Andy Lally,51,1:23.969,1900-01-01 01:13:43.700000,Green,Track,4.31,7.392,4.369,8.597,7.737,1.991,0.535,7.45,15.63,15.557,5.752,4.649,152.931
9,GTD,Scott Hargrove,52,1:21.666,1900-01-01 01:13:58.975000,Green,Track,4.268,7.15,4.334,8.35,7.767,2.036,0.55,6.881,14.917,15.078,5.766,4.569,148.76
54,DPi,Colin Braun,56,1:13.965,1900-01-01 01:14:00.488000,Green,Track,3.682,6.307,3.878,7.906,6.7,1.755,0.471,6.283,13.789,13.736,5.346,4.112,173.712
48,GTD,Bryan Sellers,52,1:22.120,1900-01-01 01:14:02.076000,Green,Track,4.216,7.318,4.364,8.41,7.712,1.998,0.536,6.89,15.04,15.423,5.658,4.555,152.646
77,DPi,Oliver Jarvis,58,1:13.487,1900-01-01 01:14:06.865000,Green,Track,3.671,6.462,3.922,8.021,6.743,1.77,0.478,6.243,13.555,13.3,5.227,4.095,171.168
6,DPi,Juan Pablo Montoya,58,1:14.372,1900-01-01 01:14:10.363000,Green,Track,3.779,6.664,3.928,7.759,6.793,1.764,0.473,6.491,13.87,13.522,5.159,4.17,172.977
57,GTD,Katherine Legge,52,1:22.780,1900-01-01 01:14:13.588000,Green,Track,4.193,7.297,4.338,8.484,7.68,1.995,0.534,6.949,15.075,15.8,5.842,4.593,153.218
52,LMP2,Matthew McMurry,53,1:18.235,1900-01-01 01:14:13.807000,Green,Track,3.931,6.751,4.077,8.247,6.982,1.813,0.488,6.863,14.771,14.394,5.576,4.342,167.66
12,GTD,Townsend Bell,52,1:23.032,1900-01-01 01:14:15.139000,Green,Track,4.273,7.278,4.36,8.528,7.781,2.021,0.542,7.107,15.22,15.548,5.749,4.625,150.956
84,DPi,Simon Trummer,57,1:16.613,1900-01-01 01:14:16.299000,Green,Track,3.796,6.463,4.005,7.853,6.899,1.809,0.487,6.763,14.355,14.063,5.776,4.344,168.004
19,GTD,Alex Riberas,52,1:23.184,1900-01-01 01:14:16.377000,Green,Track,4.314,7.451,4.356,8.449,7.681,1.995,0.535,7.178,15.291,15.442,5.805,4.687,152.931
10,DPi,Jordan Taylor,57,1:15.332,1900-01-01 01:14:18.054000,Green,Track,3.768,6.263,3.96,7.875,6.932,1.818,0.49,6.364,13.58,14.557,5.561,4.164,166.976
50,DPi,Will Owen,57,1:14.482,1900-01-01 01:14:18.860000,Green,Track,3.78,6.347,3.93,7.857,6.899,1.799,0.484,6.377,13.706,13.525,5.497,4.281,169.046
74,GTD,Lawson Aschenbach,52,1:23.451,1900-01-01 01:14:18.960000,Green,Track,4.382,7.52,4.382,8.419,7.704,2.015,0.542,6.994,15.255,15.55,5.916,4.772,150.956
55,DPi,Ryan Hunter-Reay,58,1:15.423,1900-01-01 01:14:23.885000,Green,Track,3.746,6.158,3.895,7.856,6.748,1.765,0.475,6.376,14.437,13.952,5.516,4.499,172.249
63,GTD,Toni Vilander,52,1:23.672,1900-01-01 01:14:24.570000,Green,Track,4.267,7.499,4.431,8.554,7.717,2.01,0.538,7.034,15.266,15.417,5.78,5.159,152.078
3,GTLM,Antonio Garcia,54,1:20.418,1900-01-01 01:14:24.695000,Green,Track,4.158,7.093,4.297,8.313,7.516,1.95,0.523,6.826,14.702,14.933,5.602,4.505,156.44
38,LMP2,Cameron Cassels,21,1:19.868,1900-01-01 01:14:28.321000,Green,Track,4.349,7.004,4.332,8.37,7.198,1.883,0.509,6.991,14.52,14.447,5.871,4.394,160.743
912,GTLM,Earl Bamber,54,1:19.858,1900-01-01 01:14:31.020000,Green,Track,4.157,7.085,4.288,8.288,7.494,1.958,0.526,6.826,14.452,14.77,5.529,4.485,155.548
73,GTD,Patrick Long,52,1:22.308,1900-01-01 01:14:34.860000,Green,Track,4.307,7.27,4.401,8.469,7.776,2.034,0.548,6.946,14.909,15.346,5.615,4.687,149.303
31,DPi,Pipo Derani,58,1:15.448,1900-01-01 01:14:35.288000,Green,Track,3.824,6.221,3.873,7.85,6.886,1.802,0.484,6.551,14.593,13.956,5.275,4.133,169.046
25,GTLM,Tom Blomqvist,54,1:20.555,1900-01-01 01:14:36.910000,Green,Track,4.175,7.118,4.366,8.279,7.465,1.945,0.523,6.809,14.696,15.19,5.505,4.484,156.44
85,DPi,Misha Goikhberg,57,1:16.532,1900-01-01 01:14:37.019000,Green,Track,3.837,6.433,3.982,7.859,6.909,1.825,0.49,6.367,14.117,14.97,5.539,4.204,166.976
5,DPi,Filipe Albuquerque,58,1:16.925,1900-01-01 01:14:44.975000,Green,Track,3.912,6.583,3.949,7.807,6.865,1.799,0.484,6.558,14.31,14.456,5.726,4.476,169.046
76,GTD,Paul Holton,52,1:23.199,1900-01-01 01:14:44.992000,Green,Track,4.384,7.475,4.469,8.436,7.736,2.028,0.544,7.096,15.137,15.496,5.692,4.706,150.401
911,GTLM,Nick Tandy,54,1:21.139,1900-01-01 01:14:45.702000,Green,Track,4.15,7.163,4.296,8.273,7.447,1.95,0.524,6.973,14.754,15.373,5.677,4.559,156.142
66,GTLM,Dirk Mueller,54,1:20.117,1900-01-01 01:14:47.562000,Green,Track,4.19,6.939,4.355,8.249,7.528,1.951,0.524,6.772,14.649,14.795,5.589,4.576,156.142
67,GTLM,Richard Westbrook,54,1:20.452,1900-01-01 01:14:48.462000,Green,Track,4.202,7.238,4.325,8.201,7.534,1.961,0.527,6.813,14.702,14.927,5.487,4.535,155.253
7,DPi,Ricky Taylor,58,1:23.699,1900-01-01 01:14:53.047000,Green,Pit,3.763,6.265,3.94,8.053,6.853,1.777,0.477,6.368,13.834,14.505,6.902,10.962,171.527
86,GTD,Mario Farnbacher,53,1:21.749,1900-01-01 01:14:56.646000,Green,Track,4.296,7.366,4.322,8.338,7.626,1.996,0.538,6.971,14.837,15.169,5.649,4.641,152.078
24,GTLM,John Edwards,54,1:20.533,1900-01-01 01:14:58.787000,Green,Track,4.125,7.382,4.391,8.225,7.453,1.948,0.523,6.962,14.687,14.833,5.506,4.498,156.44
8,GTD,Ryan Dalziel,52,1:23.111,1900-01-01 01:15:01.171000,Green,Track,4.476,7.505,4.496,8.587,7.776,2.026,0.545,7.042,14.988,15.386,5.691,4.593,150.125
14,GTD,Jack Hawksworth,53,1:21.725,1900-01-01 01:15:04.375000,Green,Track,4.223,7.264,4.309,8.512,7.685,2.009,0.541,6.962,14.826,15.141,5.683,4.57,151.235
44,GTD,Andy Lally,52,1:23.624,1900-01-01 01:15:07.324000,Green,Track,4.327,7.48,4.394,8.509,7.734,2.005,0.538,7.205,15.497,15.615,5.703,4.617,152.078
54,DPi,Colin Braun,57,1:13.759,1900-01-01 01:15:14.247000,Green,Track,3.662,6.364,3.865,7.855,6.698,1.754,0.474,6.198,13.764,13.748,5.265,4.112,172.612
9,GTD,Scott Hargrove,53,1:21.668,1900-01-01 01:15:20.643000,Green,Track,4.236,7.247,4.365,8.338,7.762,2.036,0.549,6.896,14.86,15.12,5.702,4.557,149.031
77,DPi,Oliver Jarvis,59,1:13.750,1900-01-01 01:15:20.615000,Green,Track,3.631,6.009,3.817,7.806,6.682,1.758,0.475,6.656,13.859,13.39,5.527,4.14,172.249
6,DPi,Juan Pablo Montoya,59,1:13.165,1900-01-01 01:15:23.528000,Green,Track,3.694,5.96,3.778,7.649,6.776,1.772,0.477,6.207,13.535,13.834,5.267,4.216,171.527
48,GTD,Bryan Sellers,53,1:22.440,1900-01-01 01:15:24.516000,Green,Track,4.227,7.327,4.326,8.375,7.636,1.992,0.535,6.97,15.331,15.323,5.809,4.589,152.931
52,LMP2,Matthew McMurry,54,1:16.510,1900-01-01 01:15:30.317000,Green,Track,3.936,6.776,4.114,8.119,7.051,1.84,0.494,6.552,13.819,14.066,5.503,4.24,165.624
84,DPi,Simon Trummer,58,1:14.846,1900-01-01 01:15:31.145000,Green,Track,3.87,6.523,3.989,7.93,6.93,1.823,0.49,6.376,13.74,13.719,5.37,4.086,166.976
10,DPi,Jordan Taylor,58,1:14.805,1900-01-01 01:15:32.859000,Green,Track,3.789,6.297,3.969,7.95,6.91,1.816,0.489,6.56,14.054,13.481,5.34,4.15,167.317
50,DPi,Will Owen,58,1:16.065,1900-01-01 01:15:34.925000,Green,Track,3.805,6.391,3.911,7.983,6.813,1.796,0.483,6.592,14.585,14.215,5.392,4.099,169.396
57,GTD,Katherine Legge,53,1:23.290,1900-01-01 01:15:36.878000,Green,Track,4.319,7.516,4.38,8.573,7.692,1.997,0.536,6.957,15.438,15.409,5.875,4.598,152.646
12,GTD,Townsend Bell,53,1:22.894,1900-01-01 01:15:38.033000,Green,Track,4.246,7.305,4.369,8.506,7.749,2.007,0.54,7.197,15.274,15.336,5.739,4.626,151.515
55,DPi,Ryan Hunter-Reay,59,1:14.711,1900-01-01 01:15:38.596000,Green,Track,3.775,6.138,3.87,7.89,6.733,1.764,0.475,6.503,14.021,13.685,5.581,4.276,172.249
19,GTD,Alex Riberas,53,1:22.984,1900-01-01 01:15:39.361000,Green,Track,4.337,7.424,4.38,8.382,7.663,1.989,0.534,6.933,15.189,15.345,5.819,4.989,153.218
74,GTD,Lawson Aschenbach,53,1:22.570,1900-01-01 01:15:41.530000,Green,Track,4.331,7.407,4.382,8.406,7.709,2.02,0.544,6.996,15.177,15.34,5.731,4.527,150.401
3,GTLM,Antonio Garcia,55,1:20.567,1900-01-01 01:15:45.262000,Green,Track,4.127,7.182,4.336,8.253,7.474,1.96,0.526,6.898,14.77,14.945,5.562,4.534,155.548
63,GTD,Toni Vilander,53,1:23.342,1900-01-01 01:15:47.912000,Green,Track,4.425,7.592,4.439,8.578,7.703,1.998,0.537,7.058,15.195,15.379,5.786,4.652,152.362
38,LMP2,Cameron Cassels,22,1:19.843,1900-01-01 01:15:48.164000,Green,Track,4.11,7.008,4.28,8.314,7.163,1.867,0.502,7.066,14.625,14.77,5.707,4.431,162.984
31,DPi,Pipo Derani,59,1:14.544,1900-01-01 01:15:49.832000,Green,Track,3.77,6.448,3.934,7.765,6.831,1.795,0.484,6.426,13.766,13.892,5.272,4.161,169.046
912,GTLM,Earl Bamber,55,1:20.081,1900-01-01 01:15:51.101000,Green,Track,4.16,7.064,4.306,8.253,7.472,1.954,0.526,6.857,14.476,14.97,5.574,4.469,155.548
85,DPi,Misha Goikhberg,58,1:15.217,1900-01-01 01:15:52.236000,Green,Track,3.848,6.469,4.066,8.135,6.992,1.839,0.495,6.45,13.729,13.73,5.32,4.144,165.289
73,GTD,Patrick Long,53,1:22.680,1900-01-01 01:15:57.540000,Green,Track,4.347,7.424,4.419,8.475,7.79,2.035,0.549,7.025,14.973,15.351,5.603,4.689,149.031
25,GTLM,Tom Blomqvist,55,1:20.774,1900-01-01 01:15:57.684000,Green,Track,4.197,7.262,4.356,8.241,7.507,1.945,0.524,6.904,14.687,15.026,5.657,4.468,156.142
5,DPi,Filipe Albuquerque,59,1:13.975,1900-01-01 01:15:58.950000,Green,Track,3.875,6.276,3.958,7.846,6.923,1.814,0.489,6.282,13.5,13.519,5.29,4.203,167.317
911,GTLM,Nick Tandy,55,1:20.795,1900-01-01 01:16:06.497000,Green,Track,4.192,7.269,4.347,8.446,7.426,1.95,0.526,6.881,14.739,14.927,5.585,4.507,155.548
76,GTD,Paul Holton,53,1:23.364,1900-01-01 01:16:08.356000,Green,Track,4.384,7.445,4.422,8.55,7.741,2.04,0.547,7.148,15.141,15.493,5.786,4.667,149.576
66,GTLM,Dirk Mueller,55,1:20.859,1900-01-01 01:16:08.421000,Green,Track,4.207,7.013,4.323,8.288,7.514,1.954,0.525,6.797,14.629,15.299,5.761,4.549,155.844
67,GTLM,Richard Westbrook,55,1:20.322,1900-01-01 01:16:08.784000,Green,Track,4.178,7.101,4.335,8.238,7.564,1.963,0.527,6.784,14.729,14.812,5.551,4.54,155.253
86,GTD,Mario Farnbacher,54,1:21.809,1900-01-01 01:16:18.455000,Green,Track,4.289,7.399,4.338,8.388,7.655,2.001,0.538,6.987,14.845,15.115,5.611,4.643,152.078
24,GTLM,John Edwards,55,1:20.312,1900-01-01 01:16:19.099000,Green,Track,4.111,7.068,4.303,8.222,7.457,1.946,0.522,6.953,14.674,14.95,5.527,4.579,156.74
8,GTD,Ryan Dalziel,53,1:22.495,1900-01-01 01:16:23.666000,Green,Track,4.321,7.281,4.399,8.432,7.775,2.029,0.546,7.038,15.049,15.317,5.691,4.617,149.85
14,GTD,Jack Hawksworth,54,1:21.423,1900-01-01 01:16:25.798000,Green,Track,4.192,7.215,4.304,8.339,7.667,2.0,0.538,6.94,14.846,15.104,5.685,4.593,152.078
54,DPi,Colin Braun,58,1:14.203,1900-01-01 01:16:28.450000,Green,Track,3.649,6.263,3.83,7.852,6.677,1.751,0.472,6.524,13.866,13.813,5.353,4.153,173.344
44,GTD,Andy Lally,53,1:22.895,1900-01-01 01:16:30.219000,Green,Track,4.337,7.323,4.379,8.429,7.726,2.003,0.538,7.039,15.211,15.539,5.74,4.631,152.078
77,DPi,Oliver Jarvis,60,1:12.560,1900-01-01 01:16:33.175000,Green,Track,3.66,6.136,3.872,7.831,6.714,1.77,0.478,6.183,13.416,13.233,5.167,4.1,171.168
6,DPi,Juan Pablo Montoya,60,1:12.912,1900-01-01 01:16:36.440000,Green,Track,3.703,6.026,3.882,7.853,6.881,1.783,0.478,6.168,13.528,13.295,5.088,4.227,171.168
9,GTD,Scott Hargrove,54,1:21.747,1900-01-01 01:16:42.390000,Green,Track,4.256,7.306,4.374,8.351,7.737,2.03,0.548,6.907,14.751,15.141,5.782,4.564,149.303
48,GTD,Bryan Sellers,54,1:22.488,1900-01-01 01:16:47.004000,Green,Track,4.234,7.441,4.337,8.454,7.662,2.0,0.536,7.049,15.077,15.372,5.738,4.588,152.646
52,LMP2,Matthew McMurry,55,1:16.761,1900-01-01 01:16:47.078000,Green,Track,3.872,6.504,4.053,8.106,7.017,1.834,0.492,6.511,13.793,14.427,5.811,4.341,166.297
84,DPi,Simon Trummer,59,1:16.104,1900-01-01 01:16:47.249000,Green,Track,3.764,6.502,3.944,7.953,6.913,1.816,0.488,6.643,13.95,14.063,5.9,4.168,167.66
10,DPi,Jordan Taylor,59,1:14.777,1900-01-01 01:16:47.636000,Green,Track,3.778,6.143,3.898,7.869,6.927,1.821,0.489,6.383,13.684,13.816,5.814,4.155,167.317
50,DPi,Will Owen,59,1:14.148,1900-01-01 01:16:49.073000,Green,Track,3.77,6.341,3.935,7.806,6.872,1.808,0.485,6.255,13.637,13.47,5.711,4.058,168.697
7,DPi,Ricky Taylor,59,2:02.760,1900-01-01 01:16:55.807000,Green,Track,44.159,9.304,4.526,8.96,6.993,1.811,0.488,7.252,15.282,14.381,5.282,4.322,167.66
55,DPi,Ryan Hunter-Reay,60,1:17.371,1900-01-01 01:16:55.967000,Green,Track,4.014,6.683,3.956,8.191,6.795,1.782,0.48,6.475,15.097,14.373,5.41,4.115,170.455
57,GTD,Katherine Legge,54,1:22.473,1900-01-01 01:16:59.351000,Green,Track,4.205,7.382,4.393,8.565,7.671,1.993,0.534,6.947,15.094,15.349,5.797,4.543,153.218
12,GTD,Townsend Bell,54,1:22.484,1900-01-01 01:17:00.517000,Green,Track,4.26,7.334,4.365,8.517,7.756,2.022,0.543,6.942,15.046,15.334,5.741,4.624,150.678
19,GTD,Alex Riberas,54,1:22.597,1900-01-01 01:17:01.958000,Green,Track,4.346,7.469,4.347,8.454,7.654,1.991,0.534,6.96,15.121,15.338,5.771,4.612,153.218
74,GTD,Lawson Aschenbach,54,1:21.988,1900-01-01 01:17:03.518000,Green,Track,4.253,7.396,4.37,8.321,7.666,2.021,0.543,6.898,14.995,15.217,5.756,4.552,150.678
31,DPi,Pipo Derani,60,1:14.477,1900-01-01 01:17:04.309000,Green,Track,3.801,6.371,3.905,7.811,6.84,1.795,0.483,6.38,13.658,13.952,5.317,4.164,169.396
3,GTLM,Antonio Garcia,56,1:20.287,1900-01-01 01:17:05.549000,Green,Track,4.109,7.018,4.302,8.312,7.483,1.958,0.525,6.854,14.645,14.941,5.672,4.468,155.844
85,DPi,Misha Goikhberg,59,1:17.477,1900-01-01 01:17:09.713000,Green,Track,3.803,6.485,3.995,7.989,6.916,1.818,0.488,6.689,15.583,14.222,5.391,4.098,167.66
63,GTD,Toni Vilander,54,1:23.736,1900-01-01 01:17:11.648000,Green,Track,4.308,7.674,4.484,8.525,7.685,1.998,0.538,6.999,15.506,15.666,5.708,4.645,152.078
912,GTLM,Earl Bamber,56,1:20.723,1900-01-01 01:17:11.824000,Green,Track,4.159,7.106,4.348,8.397,7.495,1.956,0.526,6.883,14.639,14.897,5.73,4.587,155.548
5,DPi,Filipe Albuquerque,60,1:13.902,1900-01-01 01:17:12.852000,Green,Track,3.848,6.527,3.982,7.739,6.935,1.816,0.488,6.284,13.39,13.48,5.232,4.181,167.66
25,GTLM,Tom Blomqvist,56,1:20.509,1900-01-01 01:17:18.193000,Green,Track,4.153,7.294,4.477,8.267,7.463,1.944,0.524,6.786,14.702,14.86,5.557,4.482,156.142
73,GTD,Patrick Long,54,1:23.095,1900-01-01 01:17:20.635000,Green,Track,4.413,7.633,4.506,8.454,7.8,2.033,0.548,7.02,15.039,15.357,5.605,4.687,149.303
38,LMP2,Cameron Cassels,23,1:35.807,1900-01-01 01:17:23.971000,Green,Track,3.903,14.455,8.078,10.321,8.13,2.121,0.584,8.097,15.081,14.817,5.615,4.605,140.1
911,GTLM,Nick Tandy,56,1:20.139,1900-01-01 01:17:26.636000,Green,Track,4.147,7.1,4.258,8.275,7.463,1.955,0.526,6.879,14.733,14.732,5.593,4.478,155.548
66,GTLM,Dirk Mueller,56,1:20.464,1900-01-01 01:17:28.885000,Green,Track,4.178,7.091,4.325,8.363,7.568,1.968,0.527,6.831,14.616,14.824,5.58,4.593,155.253
67,GTLM,Richard Westbrook,56,1:20.750,1900-01-01 01:17:29.534000,Green,Track,4.225,7.385,4.341,8.33,7.566,1.967,0.528,6.909,14.606,14.828,5.569,4.496,154.959
76,GTD,Paul Holton,54,1:23.973,1900-01-01 01:17:32.329000,Green,Track,4.438,7.607,4.611,8.71,7.779,2.033,0.545,7.129,15.197,15.516,5.709,4.699,150.125
24,GTLM,John Edwards,56,1:20.353,1900-01-01 01:17:39.452000,Green,Track,4.156,7.259,4.352,8.252,7.468,1.937,0.518,6.942,14.653,14.789,5.501,4.526,157.95
86,GTD,Mario Farnbacher,55,1:22.216,1900-01-01 01:17:40.671000,Green,Track,4.264,7.381,4.315,8.354,7.624,1.992,0.536,7.333,14.936,15.189,5.64,4.652,152.646
54,DPi,Colin Braun,59,1:14.690,1900-01-01 01:17:43.140000,Green,Track,3.694,6.393,3.828,7.859,6.676,1.752,0.471,6.601,14.094,13.747,5.366,4.209,173.712
8,GTD,Ryan Dalziel,54,1:22.849,1900-01-01 01:17:46.515000,Green,Track,4.297,7.281,4.427,8.449,7.801,2.031,0.546,6.968,15.304,15.364,5.737,4.644,149.85
14,GTD,Jack Hawksworth,55,1:21.986,1900-01-01 01:17:47.784000,Green,Track,4.192,7.313,4.364,8.366,7.667,1.997,0.536,7.011,14.981,15.281,5.646,4.632,152.646
6,DPi,Juan Pablo Montoya,61,1:13.458,1900-01-01 01:17:49.898000,Green,Track,3.705,6.047,3.791,7.66,6.786,1.772,0.476,6.339,14.088,13.44,5.155,4.199,171.887
44,GTD,Andy Lally,54,1:22.989,1900-01-01 01:17:53.208000,Green,Track,4.304,7.464,4.401,8.486,7.744,2.004,0.537,6.985,15.341,15.479,5.687,4.557,152.362
9,GTD,Scott Hargrove,55,1:21.935,1900-01-01 01:18:04.325000,Green,Track,4.236,7.277,4.405,8.383,7.746,2.035,0.548,6.923,14.906,15.199,5.688,4.589,149.303
84,DPi,Simon Trummer,60,1:17.444,1900-01-01 01:18:04.693000,Green,Track,3.883,7.199,4.046,8.024,6.932,1.815,0.487,6.7,14.005,14.208,5.881,4.264,168.004
10,DPi,Jordan Taylor,60,1:17.238,1900-01-01 01:18:04.874000,Green,Track,4.25,6.974,4.091,8.057,6.947,1.818,0.489,6.556,14.001,14.02,5.831,4.204,167.317
52,LMP2,Matthew McMurry,56,1:17.730,1900-01-01 01:18:04.808000,Green,Track,3.93,6.957,4.044,8.029,7.029,1.837,0.492,6.473,14.023,14.511,5.722,4.683,166.297
50,DPi,Will Owen,60,1:16.135,1900-01-01 01:18:05.208000,Green,Track,3.779,6.536,4.004,8.039,6.862,1.797,0.483,6.608,13.966,13.982,5.849,4.23,169.396
48,GTD,Bryan Sellers,55,1:22.971,1900-01-01 01:18:09.975000,Green,Track,4.36,7.651,4.473,8.696,7.679,1.99,0.534,6.952,15.076,15.256,5.759,4.545,153.218
55,DPi,Ryan Hunter-Reay,61,1:14.085,1900-01-01 01:18:10.052000,Green,Track,3.686,6.58,3.96,7.943,6.732,1.773,0.478,6.282,13.839,13.378,5.317,4.117,171.168
7,DPi,Ricky Taylor,60,1:16.707,1900-01-01 01:18:12.514000,Green,Track,3.819,7.182,4.139,8.148,6.886,1.794,0.482,6.568,14.156,14.065,5.185,4.283,169.747
31,DPi,Pipo Derani,61,1:17.576,1900-01-01 01:18:21.885000,Green,Track,3.855,6.994,4.083,7.874,6.838,1.795,0.482,6.45,15.079,14.143,5.579,4.404,169.747
57,GTD,Katherine Legge,55,1:22.493,1900-01-01 01:18:21.844000,Green,Track,4.19,7.452,4.39,8.532,7.657,1.995,0.534,6.876,15.076,15.288,5.83,4.673,153.218
12,GTD,Townsend Bell,55,1:22.764,1900-01-01 01:18:23.281000,Green,Track,4.244,7.364,4.389,8.437,7.743,2.016,0.541,6.961,15.351,15.338,5.67,4.71,151.235
